filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
batch0.fast5	90811f9a-dafb-4660-a146-a311be9b91db	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	294	3	41461.715803	35.672311	10744	TRUE	41462.385126	10542	35.002988	823	7.922866	0.000000	92.571068	10.113986	92.571068	10.113986
batch0.fast5	91108697-ee67-48a9-b517-16bde729e562	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	229	3	41487.775232	26.416003	7956	TRUE	41490.428619	7157	23.762616	1228	10.921536	0.000000	94.678146	11.659178	94.678146	11.659178
batch0.fast5	915252a9-de89-4c43-b763-857f0619f8cf	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	129	3	41099.623174	12.038845	3626	TRUE	41099.845286	3559	11.816733	506	8.626566	0.000000	92.290123	9.271153	92.290123	9.271153
batch0.fast5	9184bddb-f361-4e58-b3cd-1f72549af1f5	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	81	1	14163.164011	8.371846	2521	TRUE	14164.598606	2089	6.937251	492	9.095559	0.000000	101.139854	14.749562	101.139854	14.749562
batch0.fast5	91ef15c1-3071-4ae6-83bf-7dd02f8d15f0	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	196	3	14137.667995	11.328353	3412	TRUE	14140.012948	2705	8.983400	726	11.705775	0.000000	99.735138	13.906731	99.735138	13.906731
batch0.fast5	9311082c-5d7b-4ef9-84e3-793565c779f8	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	291	2	41415.850930	8.153054	2455	TRUE	41417.672643	1907	6.331341	410	10.794633	0.000000	112.096672	13.485314	112.096672	13.485314
batch0.fast5	950ce540-a18b-453e-a643-9bb4332fccc3	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	381	3	41365.914343	13.076029	3938	TRUE	41367.690239	3403	11.300133	888	10.995600	0.000000	100.999382	14.890035	100.999382	14.890035
batch0.fast5	95d244d6-c78f-4e2d-ba36-bdeff56b3ce6	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	121	3	41060.427291	14.838313	4469	TRUE	41062.004980	3994	13.260624	948	10.714755	0.000000	99.313721	13.906731	99.313721	13.906731
batch0.fast5	964a13bb-56b3-4bb4-a0ff-249aaa61fe22	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	501	1	41299.604250	13.357238	4023	TRUE	41299.832337	3954	13.129150	739	9.419023	0.000000	98.611359	14.047202	98.611359	14.047202
batch0.fast5	9742c9a1-b5fc-47b2-a37e-2fd4132eab09	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	35	2	41194.719456	16.188911	4876	TRUE	41196.175963	4437	14.732404	1265	10.671400	0.000000	104.089767	14.749562	104.089767	14.749562
batch0.fast5	98a9ab9b-da89-4d25-8da6-4046946065b7	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	63	4	10556.724436	33.137118	9980	TRUE	10556.885126	9932	32.976428	1312	8.961594	0.000000	94.959091	12.502010	94.959091	12.502010
